question_id,question_text,answer,question_title,hashtags,topics_algebra,topics_geometry,topics_trignometry,topics_arithmetic,calculator,answer_type,chart,length
problem703,It is in your moments of decision that your destiny is shaped.,703,Tony Robbins,"Algebra,Calculator,Multiple Choice,Chart,Long",Algebra,,,,Calculator,Multiple Choice,Chart,Long
problem704,An obstacle may be either a stepping stone or a stumbling block.,704,Master Yoda,"Geometry,Trignometry,No Calculator,Multiple Choice,No Chart,Short",,Geometry,Trignometry,,No Calculator,Multiple Choice,No Chart,Short
problem705,"The pain passes, but the beauty remains.",705,Pierre Auguste Renoir,"Geometry,Arithmetic,No Calculator,Grid-In,No Chart,Long",,Geometry,,Arithmetic,No Calculator,Grid-In,No Chart,Long
problem706,"All I can say about life is, Oh God, enjoy it!",706,Bob Newhart,"Calculator,Multiple Choice,Chart,Short",,,,,Calculator,Multiple Choice,Chart,Short
problem707,Creativity comes from trust. Trust your instincts. And never hope more than you work.,707,Rita Mae Brown,"Algebra,Geometry,Arithmetic,Calculator,Grid-In,No Chart,Long",Algebra,Geometry,,Arithmetic,Calculator,Grid-In,No Chart,Long
problem708,Your outlook on life is a direct reflection on how much you like yourself.,708,Lululemon,"Arithmetic,No Calculator,Multiple Choice,No Chart,Long",,,,Arithmetic,No Calculator,Multiple Choice,No Chart,Long
problem709,"I have just three things to teach: simplicity, patience, compassion. These three are your greatest treasures.",709,Lao Tzu,"Geometry,Trignometry,Calculator,Grid-In,No Chart,Short",,Geometry,Trignometry,,Calculator,Grid-In,No Chart,Short
problem710,You won't skid if you stay in a rut.,710,Kin Hubbard,"No Calculator,Grid-In,No Chart,Short",,,,,No Calculator,Grid-In,No Chart,Short
problem711,You block your dream when you allow your fear to grow bigger than your faith.,711,Mary Morrissey,"Algebra,Trignometry,Calculator,Grid-In,Chart,Short",Algebra,,Trignometry,,Calculator,Grid-In,Chart,Short
problem712,Happiness depends upon ourselves.,712,Aristotle,"Arithmetic,No Calculator,Grid-In,Chart,Short",,,,Arithmetic,No Calculator,Grid-In,Chart,Short
problem713,Wherever a man turns he can find someone who needs him.,713,Albert Schweitzer,"Arithmetic,No Calculator,Grid-In,No Chart,Short",,,,Arithmetic,No Calculator,Grid-In,No Chart,Short
problem714,"If one is lucky, a solitary fantasy can totally transform one million realities.",714,Maya Angelou,"Algebra,Trignometry,Calculator,Multiple Choice,Chart,Long",Algebra,,Trignometry,,Calculator,Multiple Choice,Chart,Long
problem715,Never idealize others. They will never live up to your expectations.,715,Leo Buscaglia,"Geometry,Arithmetic,No Calculator,Grid-In,No Chart,Short",,Geometry,,Arithmetic,No Calculator,Grid-In,No Chart,Short
problem716,"When you realize there is nothing lacking, the whole world belongs to you.",716,Lao Tzu,"Geometry,Trignometry,No Calculator,Multiple Choice,Chart,Short",,Geometry,Trignometry,,No Calculator,Multiple Choice,Chart,Short
problem717,Happiness is not something ready made. It comes from your own actions.,717,Dalai Lama,"Algebra,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short",Algebra,,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem718,Meaning is not what you start with but what you end up with.,718,Peter Elbow,"Algebra,Geometry,Trignometry,Calculator,Multiple Choice,Chart,Long",Algebra,Geometry,Trignometry,,Calculator,Multiple Choice,Chart,Long
problem719,No one has ever become poor by giving.,719,Anne Frank,"Algebra,Arithmetic,Calculator,Multiple Choice,Chart,Long",Algebra,,,Arithmetic,Calculator,Multiple Choice,Chart,Long
problem720,Be faithful in small things because it is in them that your strength lies.,720,Mother Teresa,"Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short",,Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem721,All is flux; nothing stays still.,721,Heraclitus,"Algebra,Geometry,Trignometry,Calculator,Grid-In,Chart,Long",Algebra,Geometry,Trignometry,,Calculator,Grid-In,Chart,Long
problem722,He who is fixed to a star does not change his mind.,722,Leonardo da Vinci,"Arithmetic,Calculator,Multiple Choice,Chart,Long",,,,Arithmetic,Calculator,Multiple Choice,Chart,Long
problem723,He who lives in harmony with himself lives in harmony with the universe.,723,Marcus Aurelius,"Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Short",,,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Short
problem724,Ignorant men don't know what good they hold in their hands until they've flung it away.,724,Sophocles,"Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Short",,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Short
problem725,"When the solution is simple, God is answering.",725,Albert Einstein,"Geometry,Calculator,Grid-In,No Chart,Long",,Geometry,,,Calculator,Grid-In,No Chart,Long
problem726,"All achievements, all earned riches, have their beginning in an idea.",726,Napoleon Hill,"Algebra,Calculator,Multiple Choice,No Chart,Long",Algebra,,,,Calculator,Multiple Choice,No Chart,Long
problem727,Do not turn back when you are just at the goal.,727,Publilius Syrus,"Algebra,Calculator,Grid-In,No Chart,Short",Algebra,,,,Calculator,Grid-In,No Chart,Short
problem728,You can't trust without risk but neither can you live in a cocoon.,728,Byron Pulsifer,"Trignometry,Calculator,Multiple Choice,No Chart,Long",,,Trignometry,,Calculator,Multiple Choice,No Chart,Long
problem729,"All perceiving is also thinking, all reasoning is also intuition, all observation is also invention.",729,Rudolf Arnheim,"Algebra,Geometry,Arithmetic,No Calculator,Grid-In,Chart,Long",Algebra,Geometry,,Arithmetic,No Calculator,Grid-In,Chart,Long
problem730,Error is discipline through which we advance.,730,Channing,"Algebra,Calculator,Grid-In,No Chart,Long",Algebra,,,,Calculator,Grid-In,No Chart,Long
problem731,"The truth is always exciting. Speak it, then. Life is dull without it.",731,Pearl Buck,"Algebra,Arithmetic,Calculator,Grid-In,No Chart,Short",Algebra,,,Arithmetic,Calculator,Grid-In,No Chart,Short
problem732,"The superior man is modest in his speech, but exceeds in his actions.",732,Confucius,"Geometry,Arithmetic,No Calculator,Grid-In,No Chart,Long",,Geometry,,Arithmetic,No Calculator,Grid-In,No Chart,Long
problem733,"The longer we dwell on our misfortunes, the greater is their power to harm us.",733,Voltaire,"No Calculator,Grid-In,Chart,Long",,,,,No Calculator,Grid-In,Chart,Long
problem734,Those who will play with cats must expect to be scratched.,734,Cervantes,"Algebra,Arithmetic,No Calculator,Grid-In,No Chart,Long",Algebra,,,Arithmetic,No Calculator,Grid-In,No Chart,Long
problem735,I've never seen a smiling face that was not beautiful.,735,Master Yoda,"Algebra,Arithmetic,No Calculator,Multiple Choice,Chart,Long",Algebra,,,Arithmetic,No Calculator,Multiple Choice,Chart,Long
problem736,In all things of nature there is something of the marvellous.,736,Aristotle,"Geometry,Trignometry,Calculator,Grid-In,Chart,Short",,Geometry,Trignometry,,Calculator,Grid-In,Chart,Short
problem737,The universe is transformation; our life is what our thoughts make it.,737,Marcus Aurelius,"Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Short",,,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Short
problem738,Memory is the mother of all wisdom.,738,Samuel Johnson,"Algebra,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Long",Algebra,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Long
problem739,Silence is the true friend that never betrays.,739,Confucius,"Geometry,No Calculator,Grid-In,Chart,Short",,Geometry,,,No Calculator,Grid-In,Chart,Short
problem740,You might well remember that nothing can bring you success but yourself.,740,Napoleon Hill,"Algebra,Trignometry,Calculator,Multiple Choice,No Chart,Short",Algebra,,Trignometry,,Calculator,Multiple Choice,No Chart,Short
problem741,Watch the little things; a small leak will sink a great ship.,741,Benjamin Franklin,"No Calculator,Multiple Choice,No Chart,Short",,,,,No Calculator,Multiple Choice,No Chart,Short
problem742,"God has given you one face, and you make yourself another.",742,William Shakespeare,"Geometry,Arithmetic,No Calculator,Grid-In,No Chart,Long",,Geometry,,Arithmetic,No Calculator,Grid-In,No Chart,Long
problem743,To be wronged is nothing unless you continue to remember it.,743,Confucius,"Geometry,Arithmetic,Calculator,Grid-In,Chart,Short",,Geometry,,Arithmetic,Calculator,Grid-In,Chart,Short
problem744,Kindness is the greatest wisdom.,744,Master Yoda,"Algebra,Arithmetic,No Calculator,Multiple Choice,No Chart,Long",Algebra,,,Arithmetic,No Calculator,Multiple Choice,No Chart,Long
problem745,Action will remove the doubts that theory cannot solve.,745,Tehyi Hsieh,"Trignometry,Calculator,Multiple Choice,Chart,Long",,,Trignometry,,Calculator,Multiple Choice,Chart,Long
problem746,Don't miss all the beautiful colors of the rainbow looking for that pot of gold.,746,Master Yoda,"Geometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short",,Geometry,,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem747,Your big opportunity may be right where you are now.,747,Napoleon Hill,"Geometry,Arithmetic,No Calculator,Grid-In,No Chart,Long",,Geometry,,Arithmetic,No Calculator,Grid-In,No Chart,Long
problem748,People who say it cannot be done should not interrupt those who are doing it.,748,Chinese proverb,"Geometry,Arithmetic,Calculator,Grid-In,No Chart,Short",,Geometry,,Arithmetic,Calculator,Grid-In,No Chart,Short
problem749,The day you decide to do it is your lucky day.,749,Japanese proverb,"Algebra,Calculator,Grid-In,Chart,Short",Algebra,,,,Calculator,Grid-In,Chart,Short
problem750,We must not say every mistake is a foolish one.,750,Cicero,"Algebra,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Short",Algebra,,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Short
problem751,"Accept challenges, so that you may feel the exhilaration of victory.",751,George Patton,"Algebra,Calculator,Grid-In,Chart,Long",Algebra,,,,Calculator,Grid-In,Chart,Long
problem752,It is better to understand a little than to misunderstand a lot.,752,Anatole France,"Algebra,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Long",Algebra,,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Long
problem753,You don't drown by falling in water. You drown by staying there.,753,Master Yoda,"Geometry,Trignometry,Calculator,Multiple Choice,Chart,Long",,Geometry,Trignometry,,Calculator,Multiple Choice,Chart,Long
problem754,"Never be afraid to try, remember... Amateurs built the ark, Professionals built the Titanic.",754,Master Yoda,"Algebra,Arithmetic,Calculator,Grid-In,No Chart,Short",Algebra,,,Arithmetic,Calculator,Grid-In,No Chart,Short
problem755,"Correction does much, but encouragement does more.",755,Johann Wolfgang von Goethe,"Arithmetic,No Calculator,Grid-In,Chart,Long",,,,Arithmetic,No Calculator,Grid-In,Chart,Long
problem756,"Know, first, who you are, and then adorn yourself accordingly.",756,Epictetus,"Calculator,Multiple Choice,Chart,Long",,,,,Calculator,Multiple Choice,Chart,Long
problem757,The biggest adventure you can ever take is to live the life of your dreams.,757,Oprah Winfrey,"Algebra,Geometry,No Calculator,Multiple Choice,Chart,Long",Algebra,Geometry,,,No Calculator,Multiple Choice,Chart,Long
problem758,Life is 10% what happens to you and 90% how you react to it.,758,Charles Swindoll,"Algebra,Geometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short",Algebra,Geometry,,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem759,To want to be what one can be is purpose in life.,759,Cynthia Ozick,"Geometry,No Calculator,Multiple Choice,Chart,Long",,Geometry,,,No Calculator,Multiple Choice,Chart,Long
problem760,Remember that sometimes not getting what you want is a wonderful stroke of luck.,760,Dalai Lama,"Arithmetic,No Calculator,Grid-In,No Chart,Short",,,,Arithmetic,No Calculator,Grid-In,No Chart,Short
problem761,History will be kind to me for I intend to write it.,761,Winston Churchill,"Geometry,Arithmetic,Calculator,Multiple Choice,Chart,Short",,Geometry,,Arithmetic,Calculator,Multiple Choice,Chart,Short
problem762,Our lives are a sum total of the choices we have made.,762,Wayne Dyer,"Algebra,Arithmetic,No Calculator,Grid-In,No Chart,Short",Algebra,,,Arithmetic,No Calculator,Grid-In,No Chart,Short
problem763,Time stays long enough for anyone who will use it.,763,Leonardo da Vinci,"Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Long",Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Long
problem764,Never tell me the sky's the limit when there are footprints on the moon.,764,Master Yoda,"Geometry,Arithmetic,No Calculator,Grid-In,Chart,Long",,Geometry,,Arithmetic,No Calculator,Grid-In,Chart,Long
problem765,You must welcome change as the rule but not as your ruler.,765,Denis Waitley,"Algebra,Geometry,No Calculator,Multiple Choice,No Chart,Short",Algebra,Geometry,,,No Calculator,Multiple Choice,No Chart,Short
problem766,Give whatever you are doing and whoever you are with the gift of your attention.,766,Jim Rohn,"Algebra,No Calculator,Grid-In,No Chart,Short",Algebra,,,,No Calculator,Grid-In,No Chart,Short
problem767,Always be smarter than the people who hire you.,767,Lena Horne,"Algebra,No Calculator,Multiple Choice,Chart,Short",Algebra,,,,No Calculator,Multiple Choice,Chart,Short
problem768,Formula for success: under promise and over deliver.,768,Tom Peters,"Calculator,Multiple Choice,No Chart,Short",,,,,Calculator,Multiple Choice,No Chart,Short
problem769,The eye sees only what the mind is prepared to comprehend.,769,Henri Bergson,"Algebra,Geometry,No Calculator,Grid-In,No Chart,Long",Algebra,Geometry,,,No Calculator,Grid-In,No Chart,Long
problem770,People seldom notice old clothes if you wear a big smile.,770,Lee Mildon,"Algebra,Trignometry,No Calculator,Grid-In,No Chart,Long",Algebra,,Trignometry,,No Calculator,Grid-In,No Chart,Long
problem771,"The more light you allow within you, the brighter the world you live in will be.",771,Shakti Gawain,"Algebra,Trignometry,Arithmetic,Calculator,Multiple Choice,No Chart,Short",Algebra,,Trignometry,Arithmetic,Calculator,Multiple Choice,No Chart,Short
problem772,Nothing diminishes anxiety faster than action.,772,Walter Anderson,"Algebra,Trignometry,Calculator,Grid-In,No Chart,Short",Algebra,,Trignometry,,Calculator,Grid-In,No Chart,Short
problem773,Man cannot discover new oceans unless he has the courage to lose sight of the shore.,773,Andre Gide,"Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Long",,,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Long
problem774,Everything that irritates us about others can lead us to an understanding about ourselves.,774,Carl Jung,"Algebra,Geometry,Trignometry,No Calculator,Grid-In,Chart,Long",Algebra,Geometry,Trignometry,,No Calculator,Grid-In,Chart,Long
problem775,Can you imagine what I would do if I could do all I can?,775,Sun Tzu,"Algebra,Geometry,Calculator,Multiple Choice,No Chart,Short",Algebra,Geometry,,,Calculator,Multiple Choice,No Chart,Short
problem776,Ignorance never settle a question.,776,Benjamin Disraeli,"Algebra,Geometry,No Calculator,Grid-In,No Chart,Short",Algebra,Geometry,,,No Calculator,Grid-In,No Chart,Short
problem777,The awareness of our own strength makes us modest.,777,Paul Cezanne,"Algebra,Geometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Long",Algebra,Geometry,,Arithmetic,No Calculator,Multiple Choice,No Chart,Long
problem778,"They must often change, who would be constant in happiness or wisdom.",778,Confucius,"Arithmetic,No Calculator,Multiple Choice,No Chart,Short",,,,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem779,There are no failures. Just experiences and your reactions to them.,779,Tom Krause,"Algebra,Geometry,Trignometry,No Calculator,Grid-In,Chart,Long",Algebra,Geometry,Trignometry,,No Calculator,Grid-In,Chart,Long
problem780,"Your future depends on many things, but mostly on you.",780,Frank Tyger,"Arithmetic,Calculator,Grid-In,Chart,Long",,,,Arithmetic,Calculator,Grid-In,Chart,Long
problem781,"Fear grows in darkness; if you think theres a bogeyman around, turn on the light.",781,Dorothy Thompson,"Algebra,Geometry,Calculator,Multiple Choice,No Chart,Short",Algebra,Geometry,,,Calculator,Multiple Choice,No Chart,Short
problem782,The most important point is to accept yourself and stand on your two feet.,782,Shunryu Suzuki,"Algebra,Geometry,Trignometry,Calculator,Grid-In,No Chart,Long",Algebra,Geometry,Trignometry,,Calculator,Grid-In,No Chart,Long
problem783,"Do not expect the world to look bright, if you habitually wear gray-brown glasses.",783,Tomas Eliot,"Algebra,Geometry,No Calculator,Multiple Choice,Chart,Short",Algebra,Geometry,,,No Calculator,Multiple Choice,Chart,Short
problem784,"As long as your going to be thinking anyway, think big.",784,Donald Trump,"Algebra,Geometry,Trignometry,Calculator,Grid-In,No Chart,Short",Algebra,Geometry,Trignometry,,Calculator,Grid-In,No Chart,Short
problem785,"Without some goals and some efforts to reach it, no man can live.",785,John Dewey,"Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Short",,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Short
problem786,He who obtains has little. He who scatters has much.,786,Richard Braunstein,"Algebra,Calculator,Grid-In,Chart,Long",Algebra,,,,Calculator,Grid-In,Chart,Long
problem787,Myths which are believed in tend to become true.,787,George Orwell,"Trignometry,Calculator,Grid-In,No Chart,Short",,,Trignometry,,Calculator,Grid-In,No Chart,Short
problem788,The foot feels the foot when it feels the ground.,788,Buddha,"Arithmetic,Calculator,Multiple Choice,No Chart,Short",,,,Arithmetic,Calculator,Multiple Choice,No Chart,Short
problem789,Not what we have but what we enjoy constitutes our abundance.,789,John Petit-Senn,"Geometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short",,Geometry,,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem790,It is never too late to be what you might have been.,790,George Eliot,"Geometry,No Calculator,Multiple Choice,Chart,Short",,Geometry,,,No Calculator,Multiple Choice,Chart,Short
problem791,The beginning is always today.,791,Mary Wollstonecraft,"Algebra,Calculator,Multiple Choice,No Chart,Long",Algebra,,,,Calculator,Multiple Choice,No Chart,Long
problem792,In the long run we get no more than we have been willing to risk giving.,792,Sheldon Kopp,"Trignometry,No Calculator,Grid-In,No Chart,Long",,,Trignometry,,No Calculator,Grid-In,No Chart,Long
problem793,Self-trust is the first secret of success.,793,Ralph Emerson,"Algebra,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Short",Algebra,,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Short
problem794,Don't look back. Something might be gaining on you.,794,Satchel Paige,"Algebra,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short",Algebra,,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short
problem795,"Look back over the past, with its changing empires that rose and fell, and you can foresee the future, too.",795,Marcus Aurelius,"Trignometry,Calculator,Multiple Choice,Chart,Short",,,Trignometry,,Calculator,Multiple Choice,Chart,Short
problem796,"A life spent making mistakes is not only more honourable, but more useful than a life spent doing nothing.",796,George Bernard Shaw,"Geometry,Trignometry,Calculator,Grid-In,Chart,Short",,Geometry,Trignometry,,Calculator,Grid-In,Chart,Short
problem797,"Men are disturbed not by things, but by the view which they take of them.",797,Epictetus,"Geometry,Arithmetic,Calculator,Multiple Choice,No Chart,Short",,Geometry,,Arithmetic,Calculator,Multiple Choice,No Chart,Short
problem798,"Imagination disposes of everything; it creates beauty, justice, and happiness, which are everything in this world.",798,Blaise Pascal,"Geometry,Arithmetic,Calculator,Grid-In,No Chart,Short",,Geometry,,Arithmetic,Calculator,Grid-In,No Chart,Short
problem799,"Happiness is a Swedish sunset, it is there for all, but most of us look the other way and lose it.",799,Mark Twain,"Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Long",,Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Long
problem800,A smile is a light in the window of your face to show your heart is at home.,800,Master Yoda,"Algebra,Geometry,Trignometry,No Calculator,Multiple Choice,Chart,Long",Algebra,Geometry,Trignometry,,No Calculator,Multiple Choice,Chart,Long
problem801,Look forward to spring as a time when you can start to see what nature has to offer once again.,801,Byron Pulsifer,"Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Long",,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Long
problem802,"Trust your own instinct. Your mistakes might as well be your own, instead of someone elses.",802,Billy Wilder,"Algebra,No Calculator,Multiple Choice,Chart,Long",Algebra,,,,No Calculator,Multiple Choice,Chart,Long
problem803,The least movement is of importance to all nature. The entire ocean is affected by a pebble.,803,Blaise Pascal,"No Calculator,Multiple Choice,Chart,Short",,,,,No Calculator,Multiple Choice,Chart,Short
problem804,"I am always doing that which I can not do, in order that I may learn how to do it.",804,Pablo Picasso,"Algebra,Calculator,Multiple Choice,No Chart,Short",Algebra,,,,Calculator,Multiple Choice,No Chart,Short
problem805,"Men in general judge more from appearances than from reality. All men have eyes, but few have the gift of penetration.",805,Niccolo Machiavelli,"Algebra,Geometry,Calculator,Grid-In,No Chart,Short",Algebra,Geometry,,,Calculator,Grid-In,No Chart,Short
problem806,"You may only be someone in the world, but to someone else, you may be the world.",806,Master Yoda,"Trignometry,No Calculator,Grid-In,No Chart,Long",,,Trignometry,,No Calculator,Grid-In,No Chart,Long
problem807,"Every artist dips his brush in his own soul, and paints his own nature into his pictures.",807,Henry Ward Beecher,"Algebra,Arithmetic,Calculator,Grid-In,Chart,Long",Algebra,,,Arithmetic,Calculator,Grid-In,Chart,Long
problem808,"If you take each challenge one step at a time, with faith in every footstep, your strength and understanding will increase.",808,James Faust,"Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Long",,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Long
problem809,"Happiness cannot be travelled to, owned, earned, worn or consumed. Happiness is the spiritual experience of living every minute with love, grace and gratitude.",809,Denis Waitley,"Trignometry,No Calculator,Grid-In,No Chart,Long",,,Trignometry,,No Calculator,Grid-In,No Chart,Long
problem810,"Everyone should carefully observe which way his heart draws him, and then choose that way with all his strength.",810,Hasidic saying,"Algebra,Geometry,Trignometry,Calculator,Multiple Choice,No Chart,Long",Algebra,Geometry,Trignometry,,Calculator,Multiple Choice,No Chart,Long
problem811,"When we quit thinking primarily about ourselves and our own self-preservation, we undergo a truly heroic transformation of consciousness.",811,Joseph Campbell,"Algebra,Geometry,No Calculator,Grid-In,Chart,Long",Algebra,Geometry,,,No Calculator,Grid-In,Chart,Long
problem812,Do not give your attention to what others do or fail to do; give it to what you do or fail to do.,812,Dhammapada,"Trignometry,Calculator,Multiple Choice,Chart,Short",,,Trignometry,,Calculator,Multiple Choice,Chart,Short
problem813,Follow effective action with quiet reflection. From the quiet reflection will come even more effective action.,813,Peter Drucker,"Algebra,Calculator,Grid-In,Chart,Short",Algebra,,,,Calculator,Grid-In,Chart,Short
problem814,"Life's challenges are not supposed to paralyze you, they're supposed to help you discover who you are.",814,Bernice Reagon,"Trignometry,Calculator,Multiple Choice,Chart,Long",,,Trignometry,,Calculator,Multiple Choice,Chart,Long
problem815,There is one thing you have got to learn about our movement. Three people are better than no people.,815,Fannie Hamer,"Geometry,Calculator,Grid-In,Chart,Long",,Geometry,,,Calculator,Grid-In,Chart,Long
problem816,Happiness is a perfume you cannot pour on others without getting a few drops on yourself.,816,Ralph Waldo Emerson,"Algebra,Geometry,Trignometry,No Calculator,Multiple Choice,Chart,Long",Algebra,Geometry,Trignometry,,No Calculator,Multiple Choice,Chart,Long
problem817,"It is not the mistake that has the most power, instead, it is learning from the mistake to advance your own attributes.",817,Byron Roberts,"Algebra,Geometry,Arithmetic,Calculator,Multiple Choice,Chart,Short",Algebra,Geometry,,Arithmetic,Calculator,Multiple Choice,Chart,Short
problem818,The amount of happiness that you have depends on the amount of freedom you have in your heart.,818,Thich Nhat Hanh,"Geometry,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short",,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short
problem819,"Your vision will become clear only when you look into your heart. Who looks outside, dreams. Who looks inside, awakens.",819,Carl Jung,"Geometry,Trignometry,No Calculator,Multiple Choice,No Chart,Long",,Geometry,Trignometry,,No Calculator,Multiple Choice,No Chart,Long
problem820,Yesterday is history. Tomorrow is a mystery. And today? Today is a gift. That is why we call it the present.,820,Babatunde Olatunji,"Algebra,Arithmetic,Calculator,Multiple Choice,No Chart,Short",Algebra,,,Arithmetic,Calculator,Multiple Choice,No Chart,Short
problem821,The way we communicate with others and with ourselves ultimately determines the quality of our lives.,821,Tony Robbins,"Calculator,Multiple Choice,Chart,Short",,,,,Calculator,Multiple Choice,Chart,Short
problem822,Sometimes it is better to lose and do the right thing than to win and do the wrong thing.,822,Tony Blair,"Algebra,Geometry,Arithmetic,No Calculator,Grid-In,Chart,Short",Algebra,Geometry,,Arithmetic,No Calculator,Grid-In,Chart,Short
problem823,"Let us always meet each other with smile, for the smile is the beginning of love.",823,Mother Teresa,"Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Long",,,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Long
problem824,A bend in the road is not the end of the road...unless you fail to make the turn.,824,,"Geometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short",,Geometry,,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem825,"We are what we repeatedly do. Excellence, then, is not an act, but a habit.",825,Aristotle,"Geometry,Trignometry,No Calculator,Multiple Choice,Chart,Short",,Geometry,Trignometry,,No Calculator,Multiple Choice,Chart,Short
problem826,Living at risk is jumping off the cliff and building your wings on the way down.,826,Ray Bradbury,"Algebra,Geometry,Calculator,Multiple Choice,Chart,Short",Algebra,Geometry,,,Calculator,Multiple Choice,Chart,Short
problem827,"In the depth of winter, I finally learned that there was within me an invincible summer.",827,Albert Camus,"Geometry,Arithmetic,Calculator,Grid-In,Chart,Long",,Geometry,,Arithmetic,Calculator,Grid-In,Chart,Long
problem828,Wit lies in recognizing the resemblance among things which differ and the difference between things which are alike.,828,Madame de Stael,"Geometry,No Calculator,Multiple Choice,No Chart,Long",,Geometry,,,No Calculator,Multiple Choice,No Chart,Long
problem829,A failure is a man who has blundered but is not capable of cashing in on the experience.,829,Elbert Hubbard,"Geometry,Arithmetic,Calculator,Multiple Choice,Chart,Long",,Geometry,,Arithmetic,Calculator,Multiple Choice,Chart,Long
problem830,"I cannot give you the formula for success, but I can give you the formula for failure: which is: Try to please everybody.",830,Herbert Swope,"Trignometry,Calculator,Multiple Choice,Chart,Short",,,Trignometry,,Calculator,Multiple Choice,Chart,Short
problem831,One who asks a question is a fool for five minutes; one who does not ask a question remains a fool forever.,831,,"Trignometry,No Calculator,Multiple Choice,No Chart,Short",,,Trignometry,,No Calculator,Multiple Choice,No Chart,Short
problem832,The power of intuitive understanding will protect you from harm until the end of your days.,832,Laozi,"Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,Chart,Short",,Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,Chart,Short
problem833,The best thing about the future is that it only comes one day at a time.,833,Abraham Lincoln,"Geometry,No Calculator,Grid-In,No Chart,Short",,Geometry,,,No Calculator,Grid-In,No Chart,Short
problem834,We have two ears and one mouth so that we can listen twice as much as we speak.,834,Epictetus,"Trignometry,Arithmetic,Calculator,Grid-In,Chart,Short",,,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Short
problem835,Fear of failure is one attitude that will keep you at the same point in your life.,835,Byron Pulsifer,"Algebra,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short",Algebra,,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short
problem836,Friends are those rare people who ask how we are and then wait to hear the answer.,836,Ed Cunningham,"Geometry,Trignometry,No Calculator,Grid-In,No Chart,Long",,Geometry,Trignometry,,No Calculator,Grid-In,No Chart,Long
problem837,"If we learn to open our hearts, anyone, including the people who drive us crazy, can be our teacher.",837,Pema Chodron,"Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short",,,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short
problem838,People grow through experience if they meet life honestly and courageously. This is how character is built.,838,Eleanor Roosevelt,"Arithmetic,Calculator,Grid-In,Chart,Short",,,,Arithmetic,Calculator,Grid-In,Chart,Short
